AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728103849|SAT-AC|info|nvl 1:(EnviarDadosVenda):983795 CF-e-SAT CFe35200703476811015264590003462880190814263022 gerado com sucesso
20200728103849|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728103941|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728103941|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728103941|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728103943|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728103943|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728103944|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728103944|SAT-AC|info|nvl 1:(EnviarDadosVenda):983844 CF-e-SAT CFe35200703476811015264590003462880190821782943 gerado com sucesso
20200728103945|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728104049|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104049|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104049|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104050|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104050|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104050|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104050|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104050|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104051|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104051|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104051|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104052|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104052|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104121|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104121|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104121|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104122|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104122|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104123|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728104124|SAT-AC|info|nvl 1:(EnviarDadosVenda):984298 CF-e-SAT CFe35200703476811015264590003462880190835607812 gerado com sucesso
20200728104124|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728104343|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104343|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104344|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104344|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104344|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104345|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728104346|SAT-AC|info|nvl 1:(EnviarDadosVenda):984440 CF-e-SAT CFe35200703476811015264590003462880190845411732 gerado com sucesso
20200728104346|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728104420|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104420|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104420|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104420|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104420|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104420|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104421|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104421|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104427|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104427|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104427|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104430|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104430|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104511|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104511|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104512|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104512|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104512|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104513|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728104514|SAT-AC|info|nvl 1:(EnviarDadosVenda):984886 CF-e-SAT CFe35200703476811015264590003462880190853857418 gerado com sucesso
20200728104514|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728104548|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104548|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104548|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104549|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104549|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104549|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104550|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104550|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104559|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104559|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104559|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104559|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104559|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104623|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104623|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104623|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104624|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104624|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104624|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728104625|SAT-AC|info|nvl 1:(EnviarDadosVenda):985289 CF-e-SAT CFe35200703476811015264590003462880190868004050 gerado com sucesso
20200728104625|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728104937|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104937|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104937|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104938|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104938|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104938|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104938|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104938|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728104939|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728104939|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728104939|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728104940|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728104940|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105011|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105011|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105011|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105011|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105011|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105012|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728105012|SAT-AC|info|nvl 1:(EnviarDadosVenda):985694 CF-e-SAT CFe35200703476811015264590003462880190873263521 gerado com sucesso
20200728105013|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728105106|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105106|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105107|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105107|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105107|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105107|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105108|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105108|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105111|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105111|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105111|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105112|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105112|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105144|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105144|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105144|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105144|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105144|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105145|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728105146|SAT-AC|info|nvl 1:(EnviarDadosVenda):986102 CF-e-SAT CFe35200703476811015264590003462880190885643901 gerado com sucesso
20200728105146|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728105405|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105405|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105405|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105406|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105406|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105406|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105406|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105406|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105410|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105410|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105410|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105410|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105410|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105432|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105432|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105432|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105432|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105432|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105433|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728105433|SAT-AC|info|nvl 1:(EnviarDadosVenda):986517 CF-e-SAT CFe35200703476811015264590003462880190890164927 gerado com sucesso
20200728105433|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728105510|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105510|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105510|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105511|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105511|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105511|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728105512|SAT-AC|info|nvl 1:(EnviarDadosVenda):986641 CF-e-SAT CFe35200703476811015264590003462880190902652691 gerado com sucesso
20200728105512|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728105609|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105609|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105609|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105609|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105609|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105609|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105610|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105610|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105611|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105611|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105611|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105611|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105611|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105635|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105635|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105635|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105636|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105636|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105636|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728105637|SAT-AC|info|nvl 1:(EnviarDadosVenda):987013 CF-e-SAT CFe35200703476811015264590003462880190916919270 gerado com sucesso
20200728105637|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728105752|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105752|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105752|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105752|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105752|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105753|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105753|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105753|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105754|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105754|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105754|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105755|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105755|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105924|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728105924|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728105924|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728105924|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728105924|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728105925|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728105925|SAT-AC|info|nvl 1:(EnviarDadosVenda):987505 CF-e-SAT CFe35200703476811015264590003462880190923802439 gerado com sucesso
20200728105925|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728110303|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728110303|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728110303|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110303|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110303|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728110304|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110304|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110304|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728110306|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728110306|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728110306|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110307|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110307|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728110405|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728110405|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728110405|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110407|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110407|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728110407|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728110408|SAT-AC|info|nvl 1:(EnviarDadosVenda):987997 CF-e-SAT CFe35200703476811015264590003462880190937057137 gerado com sucesso
20200728110408|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728110456|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728110456|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728110456|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110457|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110457|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728110457|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110457|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110457|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728110458|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728110458|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728110458|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110459|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110459|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728110510|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728110510|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728110510|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110511|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110511|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728110511|AC-SAT|info|nvl 2:(EnviarDadosVenda) mensagem recebida
20200728110512|SAT-AC|info|nvl 1:(EnviarDadosVenda):988362 CF-e-SAT CFe35200703476811015264590003462880190941662627 gerado com sucesso
20200728110512|SAT-AC|info|nvl 2:(EnviarDadosVenda) mensagem enviada
20200728110731|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728110731|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728110731|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110732|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110732|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728110732|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110733|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110733|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
20200728110736|AC-SAT|info|nvl 2:(ConsultarSAT) mensagem recebida
20200728110736|SAT-AC|info|nvl 2:(ConsultarSAT) mensagem enviada
20200728110736|AC-SAT|info|nvl 2:(ConsultarStatusOperacional) mensagem recebida
20200728110737|SAT-AC|info|nvl 1:(ConsultarStatusOperacional) consulta realizada com sucesso
20200728110737|SAT-AC|info|nvl 2:(ConsultarStatusOperacional) mensagem enviada
